COVERED_EVENT_CODE,FAILURE_DESCRIPTIVE_TEXT,CUSTOMER_CASE_NBR,NAME,CREATED_DATE,Unnamed: 5
CRCKSCRN,I dropped it on the concrete,1.03E+11,Sprint,06-JUN-17 07.41.56.976000000 PM,
LQDDMG,i had no incident of equipment exposed to liquid but that is what i was told at the store when it was examined. in any case it is not working at all.,113222663,Sprint,02-MAY-17 01.33.39.000000000 PM,
LOST/UNREC,i lost my phone,1.08E+11,Sprint,17-MAY-17 06.21.29.908000000 AM,
LQDDMG,The device was spilled on.,1E70C4F0A1EF0480B309005056874965,112000000,Sprint,
MLFUNC,I dropped it a few times now it's not working properly,1.02E+11,Sprint,18-MAY-17 03.47.34.822000000 PM,
STOLEN,Assault,1E78060405F609A083AAE7E94412AE67,1.08E+11,Sprint,
MLFUNC,My phone accidentally fell on a floor and stopped working. The screen is blank even though I can still hear notifications,1.08E+11,Sprint,24-JUN-17 02.13.54.140000000 AM,
STOLEN,"It was taken from me, and was told I could not have it back",1.03E+11,Sprint,22-MAY-18 09.48.07.227000000 PM,
MLFUNC,The screen on this device is scrambled,1E777C0A6F8A0A30BEC57BAB2BE3F87F,1.06E+11,Sprint,
MLFUNC,The home button is not working,1E77E341FD8505809D8B552A0CBC75AE,1.05E+11,Sprint,
LOST/UNREC,Los My phone,1.09E+11,Sprint,23-JUN-17 10.20.09.084000000 PM,
CRCKSCRN,"Someone threw a metal hanger up in the air and it hit my phone screen, shattering the screen under the screen protector. I could hear myself getting texts but the phone screen would not turn on.",1.00E+11,Sprint,18-APR-17 03.37.35.691000000 AM,
LOST/UNREC,l lost my cell iphone,1.08E+11,Sprint,22-JUN-17 10.05.52.235000000 PM,
CRCKSCRN,Was in car and dropped on the floor,1.03E+11,Sprint,09-JUN-17 03.43.00.603000000 PM,
MLFUNC,Does not connect to sprint service. Cannot make or receive calls. Sprint store technician said that it is damaged beyond repair at appointment.,1E770D5D8C000FA0964E00505687553E,1.09E+11,Sprint,
CRCKSCRN,Tablet fell screen down from the couch cushion to the floor .,1.01E+11,Sprint,04-MAY-17 06.33.51.008000000 PM,
CRCKSCRN,My phone was dropped and ran over.,1.04E+11,Sprint,07-MAY-17 05.27.35.027000000 PM,
MLFUNC,The rear-facing camera is locked in a close-up zoom and will not focus on anything. It is effectively broken.,1.04E+11,Sprint,16-MAY-17 08.29.09.525000000 PM,
MLFUNC,"The phone began about a week ago turning itself on and off. Now it is in a fairly constant state of rebooting and shutting off. occasionally when it is on, it appears to work, it just won't stay on.",1.05E+11,Sprint,05-MAY-17 02.41.58.352000000 AM,
LQDDMG,A glass of water spilled on my device.,4EA600268A7C6772E053A239030ABE08,112000000,Sprint,
LQDDMG,So my phone fell into my sink filled with water hot water for at least 3 seconds with a case on and it seemed as the screen started to get darker then it shut down completly but when i took out the battery it worked but said the module was not compatiable,1E7ACC9B947E04B08E36411016DF8DEF,1.06E+11,Sprint,
LOST/UNREC,hello the cel lost in the park,1.06E+11,Sprint,23-JUN-17 10.11.18.805000000 PM,
LQDDMG,Phone fell during Irma cracked screen and liquid damage.,1E796513556F0C60A274E96D37891FA6,1.09E+11,Sprint,
STOLEN,"We had an employee to leave the company and we we asked for cell phone he stated it was stolen, We reported it to Sprint right away but never ordered the phone because we had not replaced the technician",1E782006511D0D909D8B552A0CBC75AE,1.04E+11,Sprint,
MLFUNC,My phone will not keep a charge.,1E77BC9C0BDD0A008AF191945196A36F,1.07E+11,Sprint,
MLFUNC,Camera goes in and out of focus rapidly causing blurry pictures,1E7645AC7C8303309EF607FD84303260,1.00E+11,Sprint,
LQDDMG,Phone was dropped in water,1E75619C6AEE0010822D85A81EEF0965,1.01E+11,Sprint,
LQDDMG,Had my ipad in my bag and put my water bottle in. Lid wasn't on all the way and ipad got wet on bottom. Put in rice for a week +... it would try to come on but now wont even try to come on. :(,1.06E+11,Sprint,17-MAY-17 08.05.19.571000000 PM,
STOLEN,We were having a get together at my girlfriends house and I had set my phone down. After some people had left I noticed my phone was gone and it could not be located.,1E77EC0D330A0290B8E2C5498E360678,1.08E+11,Sprint,
STOLEN,I was out with friends downtown and my phone was in my wallet and my wallet was stolen,1E790AF9E5F60D2083D1E3A765DEAA1B,1.08E+11,Sprint,
MLFUNC,My back camera is cracked when i take pics its a blur because i had dropped it,1E77A4C693360AD08AF191945196A36F,1.03E+11,Sprint,
CRCKSCRN,I dropped my phone and the screen completely shattered,1.03E+11,Sprint,17-MAY-17 05.33.47.414000000 PM,
CRCKSCRN,ipad was dropped,1.04E+11,Sprint,18-MAY-17 10.04.14.726000000 PM,
LOST/UNREC,my cell phone is lost in the bus,1.10E+11,Sprint,23-JUN-17 10.02.21.672000000 PM,
CRCKSCRN,PHONE WAS THROWN OFF OF COUNTER AND SHATTERED SCREEN,113116470,Sprint,09-JUN-17 09.39.50.263000000 PM,
LQDDMG,People cannot here me when I call phone fell during storm getting out of car,4C52A9B6F1871E5AE053A239030AF748,113000000,Sprint,
CRCKSCRN,Phone fell on the floor and cracked the screen,111209840,Sprint,07-JUN-17 01.59.58.506000000 PM,
LQDDMG,liquid damage,1.01E+11,Sprint,23-APR-17 08.42.24.179000000 PM,
CRCKSCRN,"phone slipped out of my hand, in the case it cracked",1.04E+11,Sprint,07-JUN-17 09.09.38.264000000 PM,
STOLEN,stolen from my car when i was at gas station with my kids,1.07E+11,Sprint,06-JUN-17 02.54.29.073000000 AM,
MLFUNC,Charging port not fitting into charging cable. Also phone difficult to turn on with button,1.07E+11,Sprint,04-MAY-17 07.44.12.418000000 PM,
MLFUNC,"The device freezes, only receives partial text messages, when speaking on the phone the Flashlight feature comes on and the phone gets very hot after 10 minutes of use.",1E779330F18D0C708AF191945196A36F,1.05E+11,Sprint,
CRCKSCRN,Drop my phone on the floor and the screen splintered,1.01E+11,Sprint,18-APR-17 03.45.36.259000000 PM,
LQDDMG,It fell out of my pocket when I was getting out of the car into a a puddle.,1E71E549AE220ED0974600505687553E,1.07E+11,Sprint,
LOST/UNREC,I LOST IT,1.05E+11,Sprint,08-JUN-17 06.28.17.426000000 PM,
CRCKSCRN,Phone dropped from hood of the car on pavement and bottom right part of screen has small crack,1.07E+11,Sprint,15-APR-17 10.11.56.129000000 PM,
MLFUNC,Nothing happened that I�m aware of it just does not work sometimes,1E70C4F16A5E0510977B005056870405,111214143,Sprint,
LQDDMG,"dropped my phone in the bathroom, water got into the phone and phone shattered. unfixable.",112969820,Sprint,24-MAR-17 12.30.33.000000000 PM,
LOST/UNREC,"my son was playing with it, its somewhere in the house. ive looked everywhere for it",1.01E+11,Sprint,02-JUN-18 08.24.26.831000000 PM,
STOLEN,Truck was broken into phone was stolen,1E70C4F8928501408683005056874965,113000000,Sprint,
MLFUNC,overheated while charging with samsung charger last night and autoshutoff then refused to charge all day no matter the charger used. Will charge with wireless charger.,1E778A56502A0AA08AF191945196A36F,1.04E+11,Sprint,
STOLEN,Device was stolen from my ourse,1E77D1D505210650924D03A2F89DC9E9,1.08E+11,Sprint,
LOST/UNREC,I lost it at a bus stop,1.08E+11,Sprint,05-MAY-17 07.14.02.131000000 PM,
STOLEN,i stolen my phone in the street,1.07E+11,Sprint,16-MAY-17 01.46.02.629000000 AM,
LQDDMG,Dropped device in puddle of water.,1.03E+11,Sprint,14-APR-17 10.02.44.492000000 PM,
LQDDMG,My phone was already crack and it also got wet.,1.06E+11,Sprint,30-JUN-17 09.39.43.637000000 PM,
STOLEN,Stolen my phone,1E77FE8E134B0EC09D8B552A0CBC75AE,1.02E+11,Sprint,
LQDDMG,my friend jay pushed me into the pool and my phone was broken also it is not able to turn on and the screen is broken,5023803FE63C40DAE053A439030AA5C2,113000000,Sprint,
CRCKSCRN,My phone was knocked out of my hand on the elevator and fell down the crack in the elevator.,1.00E+11,Sprint,07-JUN-17 11.34.13.063000000 PM,
CRCKSCRN,Phone was accidentally droped on concrete side walk face down,1.09E+11,Sprint,07-JUN-17 11.56.50.237000000 PM,
LQDDMG,"water damage, doesn't work",112793945,Sprint,09-MAY-17 02.08.35.339000000 AM,
CRCKSCRN,Dropped my phone on ground,1.08E+11,Sprint,18-MAY-17 06.13.26.625000000 PM,
LQDDMG,Cracked screen /phone and liquids have been spilled on phone.,1E7A1798701605E08AC589294B20FAF1,1.05E+11,Sprint,
LOST/UNREC,I lost my phone on the bus,1.04E+11,Sprint,09-JUN-17 08.19.31.518000000 PM,
CRCKSCRN,"Went to put it pocket, slipped out of hand and fell to the ground",112607197,Sprint,09-JUN-17 04.23.56.158000000 AM,
CRCKSCRN,Dropped phone,1.02E+11,Sprint,06-JUN-17 04.06.45.082000000 AM,
CRCKSCRN,dropped it.,112832956,Sprint,06-MAR-17 03.51.42.000000000 PM,
LOST/UNREC,I lost my phone in the river,1.02E+11,Sprint,22-JUN-17 11.17.18.867000000 PM,
STOLEN,stolen my cell phone come i from park.,1E79445BB593075083D1E3A765DEAA1B,1.08E+11,Sprint,
MLFUNC,Device does not function properly.,1E776D8BC485054093069355A289BC4E,1.01E+11,Sprint,
LQDDMG,Phone fell in pool.,1E785C450D4D08609FFC11CF12CBB4CC,1.05E+11,Sprint,
LOST/UNREC,i lost my cell phone,1.08E+11,Sprint,18-MAY-17 01.43.04.897000000 PM,
CRCKSCRN,phone fell onto the ground,1.03E+11,Sprint,16-MAY-17 01.50.02.476000000 AM,
LOST/UNREC,Was lost while traveling on the train,1.00E+11,Sprint,06-JUN-17 07.51.44.821000000 PM,
STOLEN,Stolen from my house,1E777D3176960F4091DF0DD2CB023898,1.07E+11,Sprint,
MLFUNC,"The issue started several weeks ago. My phone will charge to 100%, the battery will drain quicker than normal, then when it gets below to 70% it will shut down and won't turn on till I plug it into the charger. Sometimes it will also restart, show 1% then shut off completely.",1E77922EE36104609EB865F6B4202010,1.04E+11,Sprint,
LQDDMG,Phone got wet,1E7B4569471704A089697FFA103FA973,1.09E+11,Sprint,
LOST/UNREC,My phone was lost! I need help please!,1.02E+11,Sprint,16-MAY-17 03.30.06.941000000 AM,
STOLEN,stolen my phone,1.09E+11,Sprint,12-JUN-17 08.19.33.449000000 PM,
LOST/UNREC,I lost my phone at buss,1.03E+11,Sprint,16-MAY-17 09.50.44.649000000 PM,
LQDDMG,Daughter splash water on the iPad.,1.06E+11,Sprint,08-MAY-17 03.14.22.125000000 AM,
CRCKSCRN,Phone dropped and significant damage to screen occurred,1.05E+11,Sprint,22-JUN-17 10.31.39.992000000 PM,
LOST/UNREC,I lost my iphone,1.05E+11,Sprint,17-APR-17 09.49.33.241000000 PM,
LOST/UNREC,i lost my cell phone on the bus,1.03E+11,Sprint,06-JUN-17 04.15.24.642000000 PM,
CRCKSCRN,Phone fell out of pocket and hit the floor,1.09E+11,Sprint,08-JUN-17 03.36.27.506000000 AM,
MLFUNC,Apps are not working- they crash and just randomly shut off. Bluetooth connection is Very weak. Wifi is connected but always loses connection. Speakers are very low. Gps location would not be able to find My location. Phone will randomly take screenshots. Calls would get dropped because of screen malfunctions,1E776723A1F004309022EBD90A7CE8F5,1.08E+11,Sprint,
LQDDMG,Day to day wear and tear as well as having kids dropping it on the ground,1E710CE2842E06F0BDA9005056874965,113000000,Sprint,
MLFUNC,phone is overheating getting extremely hot,1E776C6322CF09E09022EBD90A7CE8F5,1.05E+11,Sprint,
LQDDMG,The phone was splashed at the pool,1.06E+11,Sprint,06-JUN-17 08.30.09.377000000 PM,
LQDDMG,My phone fell in water and after that the screen has completely stopped working it won't turn on at all. Even though the phone is supposed to be water resistant.,1E7551E8B8CF04A0B988DB5A655B6C95,1.10E+11,Sprint,
CRCKSCRN,i dropped my phone on the street,113300656,Sprint,17-MAY-17 12.49.49.000000000 PM,
LOST/UNREC,There was a dangerous tornado that affected our area while trying to get to a safe area the phone was dropped and was not able to be found,1.09E+11,Sprint,17-MAY-17 02.52.21.482000000 PM,
LQDDMG,I dropped my phone and it landed in water,1E710CE31E5F0170BDA9005056874965,113000000,Sprint,
MLFUNC,Unsure but camera lens is cracked and creating a shaded picture.,1.09E+11,Sprint,07-JUN-17 09.01.15.952000000 PM,
STOLEN,stolen my device,1E78C2A336D50DD0B8BD05501E121E27,1.09E+11,Sprint,
LQDDMG,Cracked screen exposed to liquid black screen,1E79A0ED35D00D8095AB454C242D6CE1,1.06E+11,Sprint,
STOLEN,Somebody broke into my house and stole my phone,1.04E+11,Sprint,05-MAY-17 06.43.08.806000000 PM,
LQDDMG,"My son bent over to feed fish in our pond, phone fell out of jacket pocket and dropped in water. The phone was in a otterbox defender case, the phone was only exposed to water for seconds. We tried rice to no avail, there is visible water behind screen, unreal. Phone will occasionally turn on, but not functioning.",1E79AFC4CB8403F0936B0050568763AB,1.06E+11,Sprint,
LOST/UNREC,I lost,1.06E+11,Sprint,08-JUN-17 04.43.40.164000000 PM,
LOST/UNREC,My phone dropped into a river and I was not able to retrieve it,1.05E+11,Sprint,22-JUN-18 12.14.00.419000000 AM,
CRCKSCRN,It barely hit the carpet and broke unusable thank you very much,112588144,Sprint,06-MAY-17 01.25.28.303000000 PM,
STOLEN,My device was stolen,1E790D3C66B90D108FE6CFADD104B6D2,1.01E+11,Sprint,
MLFUNC,phone is not charging,1E77EC5184190DE0B8E2C5498E360678,1.04E+11,Sprint,
LQDDMG,Got wet but not submerged,111026238,Sprint,11-JUN-17 05.37.41.679000000 PM,
CRCKSCRN,"phone dropped, screen shattered and is unusable.",1.02E+11,Sprint,09-JUN-17 05.44.22.270000000 PM,
CRCKSCRN,Dropped it,111791104,Sprint,17-MAY-17 09.50.01.457000000 PM,
STOLEN,"I went to a birthday party and I set my phone down to help with the cake And when I come back it was gone,no one wanted to say who took it",1E775D7B2F7706309022EBD90A7CE8F5,1.06E+11,Sprint,
LOST/UNREC,my device fell in the river while tubing yesterday we tried to retrieve it but was unable,1.06E+11,Sprint,17-JUN-18 04.20.46.944000000 PM,
CRCKSCRN,I had my phone in my back pocket and I sat on it and it has 3 fine cracks across the screen,1.08E+11,Sprint,04-MAY-17 04.48.27.046000000 PM,
LQDDMG,liquid,1E794F6AF3B60360BA8B458EB95B0A51,1.08E+11,Sprint,
LQDDMG,Phone was dropped in the rain and I didn't notice it was there until hours later.,1.05E+11,Sprint,21-APR-17 03.42.10.349000000 PM,
MLFUNC,home button has delayed response and sometimes I am seeing a green line through the screen.,112785820,Sprint,28-FEB-17 03.33.49.000000000 PM,
LQDDMG,condensation leak in a third party waterproof case,111430339,Sprint,25-APR-17 09.23.04.717000000 PM,
MLFUNC,The battery discharges to 66% then goes to about 43% and dies within a few minutes. The battery has now become swollen and has separated the back of he phone from rest of enclosure.,1.04E+11,Sprint,07-JUN-17 01.17.11.427000000 AM,
MLFUNC,"The phone shuts down at will. It is very difficult to hear anyone on the phone, the apps run slow, and the camera works at will.",1E77B95DAD4706308AF191945196A36F,1.03E+11,Sprint,
MLFUNC,Fails to charge,1.01E+11,Sprint,08-MAY-17 11.21.40.677000000 PM,
STOLEN,phone was stolen,1E7927DF056F0F10AB910050568721EC,1.09E+11,Sprint,
MLFUNC,incoming calls are very garbled...hard to understand,1E7807BD038B07009D8B552A0CBC75AE,1.06E+11,Sprint,
LOST/UNREC,Yesterday running in the park I do not know how I lost my cell phone I need help With a replacement as soon as possible thanks,1.06E+11,Sprint,06-JUN-17 11.50.44.731000000 AM,
LQDDMG,I dropped my phone by accident and it landed in a mud puddle,1E788082216404508933B523F8AE1C9E,1.01E+11,Sprint,
CRCKSCRN,Screen broke and went black can't do anything with phone,1.00E+11,Sprint,08-MAY-17 05.00.41.931000000 PM,
LOST/UNREC,Lost this my phone,1.01E+11,Sprint,17-JUL-17 10.59.23.851000000 PM,
LOST/UNREC,My device flew out of my dash board of my car when I took a turn,1.08E+11,Sprint,14-JUN-18 11.44.50.010000000 PM,
LQDDMG,Phone fell with case and still was really hardly damaged barley works,1E771B1FCF7D0560B8CD712D848A7BF2,1.08E+11,Sprint,
CRCKSCRN,My phone fell and screen cracked,1.10E+11,Sprint,16-MAY-17 06.44.15.565000000 PM,
LQDDMG,my cellphone it broken screen,1.01E+11,Sprint,19-APR-17 02.33.24.593000000 AM,
LOST/UNREC,I lost my phone,1.01E+11,Sprint,22-MAY-17 11.40.57.761000000 PM,
MLFUNC,When i plug it up I have to adjust the cable card all kinds of ways to charge and the battery will not last over 2hrs,1E76DA01ADA20B709759A58E3F033E0B,1.07E+11,Sprint,
LOST/UNREC,Lost my phone,1.05E+11,Sprint,08-JUN-17 03.11.51.499000000 AM,
MLFUNC,the phone is in perfect condtion but screen dosesnt work,1E780676378808C09D8B552A0CBC75AE,1.02E+11,Sprint,
CRCKSCRN,Kids where playing and dropped from the table.,110806778,Sprint,14-APR-17 05.17.42.413000000 PM,
MLFUNC,"The glass covering the camera on the back was broke, covering most of the camera space. The camera itself still operates, however there is is no glass casing.",1.08E+11,Sprint,17-MAY-17 04.33.00.073000000 PM,
STOLEN,My cell phone was stolen at a park by unknown.,1E783C519D8B0D009D8B552A0CBC75AE,1.03E+11,Sprint,
CRCKSCRN,dropped,112743024,Sprint,11-JUN-17 12.19.15.470000000 PM,
MLFUNC,Just stopped working. Can't hear any sound without headphones,1.08E+11,Sprint,16-MAY-17 11.49.43.586000000 PM,
STOLEN,The phone was stolen,112672471,Sprint,15-MAY-17 11.46.24.124000000 PM,
MLFUNC,unit went blank then lcd is not working,1E77DFDCBD8007E0A81B0F8C418D0E55,1.07E+11,Sprint,
LOST/UNREC,I lost my phone at the mall and I need another phone please,1.02E+11,Sprint,23-JUN-17 09.45.08.930000000 PM,
LOST/UNREC,fell into a river while fishing,1.10E+11,Sprint,22-MAY-18 05.39.21.602000000 PM,
CRCKSCRN,I dropped my phone and I went to turn it on it would not power on. I have tried hooking up the charger directly to the phone and I now have it laying on the charging pad and it is not showing on the phone that it is recogonzing the charger,1.06E+11,Sprint,18-APR-17 07.12.38.383000000 PM,
LQDDMG,Phone fell out of pocket into toilet.,4C3BD44F5CBA56A1E053A239030A22AE,113000000,Sprint,
CRCKSCRN,my son broke the screen,1.02E+11,Sprint,08-JUN-17 06.55.07.825000000 PM,
LQDDMG,My phone fell to the toilet,1E7814A535D305B0B8E2C5498E360678,1.09E+11,Sprint,
STOLEN,phone was stolen out of my bag while at work,1.05E+11,Sprint,24-JUN-17 01.05.34.988000000 AM,
MLFUNC,"There's a lot of noise when you place or get a call. Also, sometimes the phone randomly restarts.",1E77713196670B0093069355A289BC4E,1.01E+11,Sprint,
LOST/UNREC,lost,1.02E+11,Sprint,23-JUN-17 10.17.46.935000000 PM,
LOST/UNREC,i lost my phone in the bus,1.05E+11,Sprint,16-MAY-17 04.53.53.701000000 PM,
